대학,모집단위,적용학년도,자료상태,구분,핵심과목,권장과목,추가조건,출처기관,출처명,출처URL,발표일,비고,검색키워드
동아대,화학공학과,2028,2028 공식자료,공과대학,"국어, 영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,화학공학과|화학공학|공과대학
동아대,건축학과,2028,2028 공식자료,디자인환경대학,"국어, 영어, 수학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 디자인환경대학,건축학과|건축학|디자인환경대학
동아대,산업디자인학과,2028,2028 공식자료,디자인환경대학,"국어, 영어, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 디자인환경대학,산업디자인학과|산업디자인학|디자인환경대학
동아대,패션디자인학과,2028,2028 공식자료,디자인환경대학,"영어, 수학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 디자인환경대학,패션디자인학과|패션디자인학|디자인환경대학
동아대,조경학과,2028,2028 공식자료,디자인환경대학,"수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 디자인환경대학,조경학과|조경학|디자인환경대학
동아대,체육학과,2028,2028 공식자료,예술체육대학,"국어, 영어",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 예술체육대학,체육학과|체육학|예술체육대학
동아대,미술학과,2028,2028 공식자료,예술체육대학,"국어, 영어",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 예술체육대학,미술학과|미술학|예술체육대학
동아대,음악학과(신규),2028,2028 공식자료,예술체육대학,"국어, 영어",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 예술체육대학,음악학과(신규)|예술체육대학
동아대,태권도학과(신규),2028,2028 공식자료,예술체육대학,"국어, 영어, 수학, 사회, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 예술체육대학,태권도학과(신규)|예술체육대학
동아대,식품영양학과,2028,2028 공식자료,건강과학대학,"영어, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 건강과학대학,식품영양학과|식품영양학|건강과학대학
동아대,의약생명공학과,2028,2028 공식자료,건강과학대학,"영어, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 건강과학대학,의약생명공학과|의약생명공학|건강과학대학|생명공학|바이오공학|바이오
동아대,건강관리학과,2028,2028 공식자료,건강과학대학,"영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 건강과학대학,건강관리학과|건강관리학|건강과학대학
동아대,작업치료학과,2028,2028 공식자료,건강과학대학,"국어, 영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 건강과학대학,작업치료학과|작업치료학|건강과학대학
동아대,의예과,2028,2028 공식자료,의과대학,"국어, 영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 의과대학,의예과|의과대학|의대|의학|의예
동아대,글로벌비즈니스학과,2028,2028 공식자료,국제대학,"영어, 수학, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 국제대학,글로벌비즈니스학과|글로벌비즈니스학|국제대학
동아대,영미학과,2028,2028 공식자료,국제대학,"국어, 영어, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 국제대학,영미학과|영미학|국제대학
동아대,중국학과,2028,2028 공식자료,국제대학,"국어, 영어, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 국제대학,중국학과|중국학|국제대학
동아대,일본학과,2028,2028 공식자료,국제대학,"국어, 영어, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 국제대학,일본학과|일본학|국제대학
동아대,컴퓨터공학과,2028,2028 공식자료,소프트웨어대학,"영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 소프트웨어대학,컴퓨터공학과|컴퓨터공학|소프트웨어대학|컴공|컴퓨터과학|컴퓨터
동아대,AI학과,2028,2028 공식자료,소프트웨어대학,"영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 소프트웨어대학,AI학과|AI학|소프트웨어대학
동아대,간호학과,2028,2028 공식자료,간호대학,"국어, 영어, 수학, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 간호대학,간호학과|간호학|간호대학|간호
동아대,석당인재학부,2028,2028 공식자료,석당인재학부,"국어, 영어, 수학, 사회",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 석당인재학부,석당인재학부|석당인재
동아대,자유전공학부(신규),2028,2028 공식자료,융합대학,"국어, 영어, 수학, 사회, 과학",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 융합대학,자유전공학부(신규)|융합대학
부산대,경제학부,2028,2028 공식자료,경제통상대학,"확률과 통계, 미적분Ⅰ, 미적분Ⅱ",,"제시 과목 중, 1과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 경제통상대학,경제학부|경제|경제통상대학|경제학
부산대,경영학과,2028,2028 공식자료,경영대학,"확률과 통계, 미적분Ⅰ, 미적분Ⅱ",,"제시 과목 중, 1과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 경영대학,경영학과|경영학|경영대학|경영
부산대,수학과,2028,2028 공식자료,자연과학대학,"확률과 통계, 기하, 미적분Ⅱ",,"제시 과목 중, 2과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,수학과|수학|자연과학대학
부산대,통계학과,2028,2028 공식자료,자연과학대학,"확률과 통계, 기하, 미적분Ⅱ",,,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,통계학과|통계학|자연과학대학
부산대,화학과,2028,2028 공식자료,자연과학대학,"화학, 생명과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수 -화학 관련 과목: 화학, 물질과 에너지, 화학 반응의 세계 -생명과학 관련 과목: 생명과학, 세포와 물질대사, 생물의 유전",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,화학과|화학|자연과학대학
부산대,생명과학과,2028,2028 공식자료,자연과학대학,"화학, 생명과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수 -화학 관련 과목: 화학, 물질과 에너지, 화학 반응의 세계 -생명과학 관련 과목: 생명과학, 세포와 물질대사, 생물의 유전",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,생명과학과|생명과학|자연과학대학
부산대,미생물학과,2028,2028 공식자료,자연과학대학,"화학, 생명과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수 -화학 관련 과목: 화학, 물질과 에너지, 화학 반응의 세계 -생명과학 관련 과목: 생명과학, 세포와 물질대사, 생물의 유전",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,미생물학과|미생물학|자연과학대학
부산대,분자생물학과,2028,2028 공식자료,자연과학대학,"화학, 생명과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수 -화학 관련 과목: 화학, 물질과 에너지, 화학 반응의 세계 -생명과학 관련 과목: 생명과학, 세포와 물질대사, 생물의 유전",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,분자생물학과|분자생물학|자연과학대학
부산대,물리학과,2028,2028 공식자료,자연과학대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,물리학과|물리학|자연과학대학
부산대,지질환경과학과,2028,2028 공식자료,자연과학대학,"물리학, 지구과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 1과목 이상 이수 -물리학 관련 과목: 물리학, 역학과 에너지, 전자기와 양자 -지구과학 관련 과목: 지구과학, 지구시스템과학, 행성우주과학",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,지질환경과학과|지질환경과학|자연과학대학
부산대,해양학과,2028,2028 공식자료,자연과학대학,"물리학, 지구과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 1과목 이상 이수 -물리학 관련 과목: 물리학, 역학과 에너지, 전자기와 양자 -지구과학 관련 과목: 지구과학, 지구시스템과학, 행성우주과학",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,해양학과|해양학|자연과학대학
부산대,대기환경과학과,2028,2028 공식자료,자연과학대학,"물리학, 지구과학",,"제시 과목 관련 일반선택 과목 및 진로선택 과목 중 1과목 이상 이수 -물리학 관련 과목: 물리학, 역학과 에너지, 전자기와 양자 -지구과학 관련 과목: 지구과학, 지구시스템과학, 행성우주과학",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 자연과학대학,대기환경과학과|대기환경과학|자연과학대학
부산대,산업공학과,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,산업공학과|산업공학|공과대학|산공
부산대,기계공학부,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,기계공학부|기계공|공과대학|기계공학|기계
부산대,고분자공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,고분자공학과|고분자공학|공과대학
부산대,유기소재시스템공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,유기소재시스템공학과|유기소재시스템공학|공과대학
부산대,화공생명공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,화공생명공학과|화공생명공학|공과대학|화학공학과|화학공학|화공|화공생명|생명공학|바이오공학|바이오
부산대,환경공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,환경공학과|환경공학|공과대학
부산대,재료공학부,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,재료공학부|재료공|공과대학
부산대,전기전자공학부 전기공학전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,전기전자공학부 전기공학전공|전기전자공학부 전기공학|공과대학|전기전자|전자전기|전자공학|전기공학
부산대,전기전자공학부 전자공학전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,전기전자공학부 전자공학전공|전기전자공학부 전자공학|공과대학|전기전자|전자전기|전자공학|전기공학
부산대,전기전자공학부 반도체공학전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,전기전자공학부 반도체공학전공|전기전자공학부 반도체공학|공과대학|전기전자|전자전기|전자공학|전기공학
부산대,건축공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,건축공학과|건축공학|공과대학
부산대,사회기반시스템공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,사회기반시스템공학과|사회기반시스템공학|공과대학
부산대,항공우주공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,항공우주공학과|항공우주공학|공과대학
부산대,조선·해양공학과,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,조선·해양공학과|조선·해양공학|공과대학
부산대,첨단IT자율전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,첨단IT자율전공|첨단IT자율|공과대학
부산대,첨단소재자율전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,첨단소재자율전공|첨단소재자율|공과대학
부산대,첨단모빌리티자율전공,2028,2028 공식자료,공과대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,첨단모빌리티자율전공|첨단모빌리티자율|공과대학
부산대,수학교육과,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,수학교육과|공과대학
부산대,IT응용공학과,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,IT응용공학과|IT응용공학|공과대학
부산대,정보컴퓨터공학부 검퓨터공학전공,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,정보컴퓨터공학부 검퓨터공학전공|정보컴퓨터공학부 검퓨터공학|공과대학|컴퓨터공학|컴공|컴퓨터과학|컴퓨터
부산대,정보컴퓨터공학부 인공지능전공,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,정보컴퓨터공학부 인공지능전공|정보컴퓨터공학부 인공지능|공과대학|컴퓨터공학|컴공|컴퓨터과학|컴퓨터
부산대,정보컴퓨터공학부 디자인테크놀로지전공,2028,2028 공식자료,공과대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 공과대학,정보컴퓨터공학부 디자인테크놀로지전공|정보컴퓨터공학부 디자인테크놀로지|공과대학|컴퓨터공학|컴공|컴퓨터과학|컴퓨터
부산대,생물교육과,2028,2028 공식자료,사범대학,"화학, 생명과학",,제시 과목 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 사범대학,생물교육과|사범대학
부산대,수학교육과,2028,2028 공식자료,사범대학,"확률과 통계, 기하, 미적분Ⅱ",,제시 과목 중 2과목 이상 이수,한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 사범대학,수학교육과|사범대학
부산대,물리교육과,2028,2028 공식자료,사범대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 사범대학,물리교육과|사범대학
부산대,화학교육과,2028,2028 공식자료,사범대학,"기하, 미적분Ⅱ, 물리학, 화학",,"기하, 미적분Ⅱ 중 1과목 이상 이수, 물리학, 화학 관련 일반선택 과목 및 진로선택 과목 중 3과목 이상 이수",한국대학교육협의회·대입정보포털 어디가,2028학년도 권역별 대학별 권장과목(반영과목),https://www.adiga.kr/uct/ces/archiveView.do?menuId=PCUCTCES1000&prtlBbsId=26634,,영남권 / 부산 / 상위단위: 사범대학,화학교육과|사범대학
